time,epoch,batch,loss,cost
0min22sec,7,1610,-2.179,12.034
0min22sec,7,1620,-2.176,12.034
0min22sec,7,1630,-2.172,12.034
0min22sec,7,1640,-2.170,12.033
0min22sec,7,1650,-2.161,12.033
0min22sec,7,1660,-2.152,12.032
0min22sec,7,1670,-2.145,12.031
0min22sec,7,1680,-2.140,12.031
0min22sec,7,1690,-2.141,12.031
0min22sec,7,1700,-2.142,12.031
0min22sec,7,1710,-2.133,12.030
0min22sec,7,1720,-2.128,12.030
0min22sec,7,1730,-2.126,12.029
0min22sec,7,1740,-2.122,12.029
0min21sec,7,1750,-2.121,12.029
0min22sec,7,1760,-2.120,12.029
0min21sec,7,1770,-2.120,12.029
0min22sec,7,1780,-2.122,12.029
0min22sec,7,1790,-2.125,12.029
0min21sec,7,1800,-2.137,12.030
0min21sec,7,1810,-2.138,12.030
0min22sec,7,1820,-2.136,12.029
0min22sec,7,1830,-2.134,12.029
0min22sec,7,1840,-2.132,12.029
0min22sec,7,1850,-2.133,12.029
0min22sec,7,1860,-2.138,12.029
0min22sec,7,1870,-2.141,12.028
0min22sec,7,1880,-2.136,12.028
0min22sec,7,1890,-2.129,12.027
0min22sec,7,1900,-2.126,12.027
0min22sec,7,1910,-2.124,12.026
0min22sec,7,1920,-2.120,12.026
0min22sec,7,1930,-2.113,12.025
0min22sec,7,1940,-2.103,12.024
0min22sec,7,1950,-2.101,12.024
0min22sec,7,1960,-2.101,12.024
0min22sec,7,1970,-2.099,12.023
0min22sec,7,1980,-2.095,12.023
0min22sec,7,1990,-2.099,12.023
0min22sec,7,2000,-2.106,12.024
0min22sec,7,2010,-2.107,12.024
0min22sec,7,2020,-2.110,12.024
0min23sec,7,2030,-2.120,12.025
0min23sec,7,2040,-2.129,12.026
0min23sec,7,2050,-2.139,12.027
0min22sec,7,2060,-2.135,12.027
0min22sec,7,2070,-2.135,12.027
0min22sec,7,2080,-2.136,12.026
0min22sec,7,2090,-2.133,12.026
0min22sec,7,2100,-2.133,12.026
0min22sec,7,2110,-2.136,12.025
0min22sec,7,2120,-2.135,12.025
0min22sec,7,2130,-2.137,12.025
0min23sec,7,2140,-2.137,12.025
0min22sec,7,2150,-2.140,12.025
0min22sec,7,2160,-2.144,12.025
0min22sec,7,2170,-2.149,12.025
0min22sec,7,2180,-2.150,12.025
0min22sec,7,2190,-2.153,12.025
0min22sec,7,2200,-2.153,12.025
0min22sec,7,2210,-2.157,12.025
0min22sec,7,2220,-2.158,12.025
0min22sec,7,2230,-2.163,12.026
0min23sec,7,2240,-2.172,12.026
0min23sec,7,2250,-2.178,12.027
0min22sec,7,2260,-2.178,12.026
0min22sec,7,2270,-2.176,12.026
0min22sec,7,2280,-2.178,12.026
0min22sec,7,2290,-2.179,12.026
0min22sec,7,2300,-2.183,12.026
0min22sec,7,2310,-2.186,12.026
0min22sec,7,2320,-2.189,12.026
0min21sec,7,2330,-2.188,12.026
0min21sec,7,2340,-2.184,12.026
0min22sec,7,2350,-2.181,12.025
0min22sec,7,2360,-2.179,12.025
0min22sec,7,2370,-2.184,12.025
0min22sec,7,2380,-2.186,12.025
0min22sec,7,2390,-2.185,12.025
0min22sec,7,2400,-2.186,12.026
0min22sec,7,2410,-2.187,12.026
0min22sec,7,2420,-2.187,12.026
0min22sec,7,2430,-2.196,12.027
0min22sec,7,2440,-2.204,12.028
0min22sec,7,2450,-2.206,12.028
0min22sec,7,2460,-2.211,12.028
0min22sec,7,2470,-2.209,12.028
0min22sec,7,2480,-2.205,12.027
0min22sec,7,2490,-2.204,12.027
42min51sec,8,0,-1.639,12.092
0min22sec,8,10,-2.121,12.007
0min22sec,8,20,-1.527,11.959
0min22sec,8,30,-1.412,11.955
0min25sec,8,40,-1.402,11.948
0min27sec,8,50,-1.326,11.944
0min27sec,8,60,-1.441,11.944
0min25sec,8,70,-1.473,11.953
0min25sec,8,80,-1.537,11.964
0min25sec,8,90,-1.568,11.969
0min25sec,8,100,-1.635,11.974
0min25sec,8,110,-1.794,11.982
0min27sec,8,120,-1.790,11.977
0min27sec,8,130,-1.741,11.973
0min26sec,8,140,-1.659,11.967
0min26sec,8,150,-1.634,11.965
0min24sec,8,160,-1.614,11.962
0min25sec,8,170,-1.603,11.959
0min24sec,8,180,-1.585,11.956
0min23sec,8,190,-1.598,11.955
0min31sec,8,200,-1.573,11.955
0min34sec,8,210,-1.540,11.955
0min33sec,8,220,-1.516,11.955
0min33sec,8,230,-1.484,11.955
0min32sec,8,240,-1.514,11.955
0min32sec,8,250,-1.533,11.957
0min32sec,8,260,-1.557,11.959
0min32sec,8,270,-1.591,11.961
0min32sec,8,280,-1.630,11.963
0min33sec,8,290,-1.694,11.968
0min32sec,8,300,-1.742,11.972
0min33sec,8,310,-1.746,11.971
0min34sec,8,320,-1.738,11.971
0min25sec,8,330,-1.732,11.971
0min25sec,8,340,-1.726,11.969
0min25sec,8,350,-1.707,11.968
0min25sec,8,360,-1.712,11.968
0min25sec,8,370,-1.711,11.968
0min25sec,8,380,-1.692,11.967
0min26sec,8,390,-1.683,11.968
0min26sec,8,400,-1.701,11.970
0min26sec,8,410,-1.699,11.972
0min26sec,8,420,-1.719,11.974
0min26sec,8,430,-1.721,11.975
0min26sec,8,440,-1.702,11.975
0min26sec,8,450,-1.722,11.978
0min26sec,8,460,-1.762,11.983
0min26sec,8,470,-1.807,11.989
0min26sec,8,480,-1.843,11.993
0min26sec,8,490,-1.850,11.994
0min26sec,8,500,-1.840,11.994
0min26sec,8,510,-1.838,11.995
0min26sec,8,520,-1.860,11.997
0min27sec,8,530,-1.884,11.999
0min26sec,8,540,-1.886,11.999
0min26sec,8,550,-1.882,11.998
0min26sec,8,560,-1.875,11.998
0min26sec,8,570,-1.860,11.996
0min26sec,8,580,-1.862,11.997
0min26sec,8,590,-1.856,11.996
0min26sec,8,600,-1.850,11.996
0min27sec,8,610,-1.857,11.996
0min26sec,8,620,-1.848,11.996
0min27sec,8,630,-1.855,11.996
0min26sec,8,640,-1.841,11.994
0min26sec,8,650,-1.825,11.992
0min26sec,8,660,-1.828,11.992
0min26sec,8,670,-1.812,11.991
0min26sec,8,680,-1.805,11.991
0min26sec,8,690,-1.800,11.991
0min26sec,8,700,-1.795,11.992
0min26sec,8,710,-1.785,11.992
0min26sec,8,720,-1.770,11.990
0min26sec,8,730,-1.768,11.990
0min26sec,8,740,-1.758,11.989
0min26sec,8,750,-1.749,11.988
0min26sec,8,760,-1.731,11.987
0min26sec,8,770,-1.732,11.987
0min26sec,8,780,-1.731,11.987
0min26sec,8,790,-1.721,11.987
0min25sec,8,800,-1.720,11.987
0min26sec,8,810,-1.709,11.986
0min26sec,8,820,-1.697,11.986
